maintenance_event_id,equipment_id,timestamp,maintenance_type,downtime_hours,restoration
ME_00FA4A76A807,EQUIP_F3F67D0819FB,2023-10-15 17:00:00,emergency,18.72,0.503
ME_C8928B882B9E,EQUIP_F4542D56FED0,2023-02-02 15:00:00,preventive,0.69,0.989
ME_090E9991ED00,EQUIP_F4542D56FED0,2023-03-27 14:00:00,preventive,1.24,0.987
ME_0D6D869C1465,EQUIP_F4542D56FED0,2023-06-06 18:00:00,preventive,1.0,0.983
ME_E42FD9576B90,EQUIP_F4542D56FED0,2023-08-05 15:00:00,preventive,1.42,0.894
ME_36BF7039168C,EQUIP_F4542D56FED0,2023-10-05 17:00:00,preventive,0.96,0.977
ME_D4770417AAC4,EQUIP_F4542D56FED0,2023-12-03 08:00:00,preventive,0.86,0.968
ME_14287D070B97,EQUIP_F5EEEA9760E5,2023-01-12 03:00:00,corrective,7.42,0.836
ME_A71576369E0E,EQUIP_F5EEEA9760E5,2023-02-10 11:00:00,preventive,1.28,0.961
ME_6EC3583C4E06,EQUIP_F5EEEA9760E5,2023-05-21 12:00:00,preventive,1.11,0.955
ME_7E97E1EA8874,EQUIP_F5EEEA9760E5,2023-07-24 19:00:00,corrective,3.82,0.807
ME_8515AFA1486A,EQUIP_F5EEEA9760E5,2023-08-07 20:00:00,corrective,4.18,0.842
ME_C5DDFEE9D473,EQUIP_F5EEEA9760E5,2023-08-24 16:00:00,preventive,1.53,0.982
ME_08DFC3339858,EQUIP_F5EEEA9760E5,2023-11-18 18:00:00,preventive,1.02,0.977
ME_29BED034807F,EQUIP_F87DEA3F24E6,2023-01-31 08:00:00,preventive,1.53,0.954
ME_966B828E150C,EQUIP_F87DEA3F24E6,2023-04-13 15:00:00,preventive,0.89,0.876
ME_25D7F698946F,EQUIP_F87DEA3F24E6,2023-04-22 08:00:00,emergency,8.21,0.705
ME_CD0CE6E550F8,EQUIP_F87DEA3F24E6,2023-04-23 10:00:00,emergency,6.52,0.501
ME_B1AC7D3742ED,EQUIP_F87DEA3F24E6,2023-05-13 10:00:00,emergency,3.4,0.553
ME_EC4DA3063040,EQUIP_F87DEA3F24E6,2023-06-08 14:00:00,emergency,5.81,0.691
ME_AFBF52DE8445,EQUIP_F87DEA3F24E6,2023-06-21 07:00:00,emergency,10.67,0.633
ME_E14060867F9C,EQUIP_F87DEA3F24E6,2023-06-21 08:00:00,preventive,0.75,0.922
ME_39FCBA5D7FCE,EQUIP_F87DEA3F24E6,2023-09-08 06:00:00,emergency,9.53,0.676
ME_A58F5D88DD93,EQUIP_F87DEA3F24E6,2023-09-17 11:00:00,preventive,1.13,0.974
ME_9A8FC8B8F1F4,EQUIP_F87DEA3F24E6,2023-11-16 00:00:00,emergency,23.0,0.363
ME_7E2D1AF660E4,EQUIP_F87DEA3F24E6,2023-11-27 16:00:00,preventive,0.85,0.984
ME_B3D235217DBF,EQUIP_F9D0A57BEA5A,2023-02-12 18:00:00,preventive,1.34,0.953
ME_18815F360EFA,EQUIP_F9D0A57BEA5A,2023-03-07 01:00:00,emergency,23.29,0.604
ME_2EC6C8F5C10D,EQUIP_F9D0A57BEA5A,2023-04-12 16:00:00,preventive,0.84,0.98
ME_06ED66AC1979,EQUIP_F9D0A57BEA5A,2023-07-13 14:00:00,preventive,0.96,0.977
ME_241023B73B77,EQUIP_F9D0A57BEA5A,2023-09-03 08:00:00,emergency,30.79,0.388
ME_21BAB8C2AE4C,EQUIP_F9D0A57BEA5A,2023-09-23 11:00:00,preventive,1.1,0.995
ME_DF6904FE5227,EQUIP_F9D0A57BEA5A,2023-11-29 12:00:00,preventive,0.96,0.955
ME_1960CD97D915,EQUIP_FAE54C33E7A3,2023-01-25 03:00:00,corrective,1.08,0.865
ME_E7BDF8869243,EQUIP_FAE54C33E7A3,2023-02-03 09:00:00,preventive,1.62,0.959
ME_D99B13931005,EQUIP_FAE54C33E7A3,2023-04-06 18:00:00,preventive,0.81,0.988
ME_75A7EEE2B92C,EQUIP_FAE54C33E7A3,2023-06-02 14:00:00,preventive,0.53,0.937
ME_0FB9052F0DC5,EQUIP_FAE54C33E7A3,2023-08-02 14:00:00,preventive,1.19,0.99
ME_ACFD626E3C50,EQUIP_FAE54C33E7A3,2023-09-26 19:00:00,corrective,3.42,0.878
ME_9956A7EE1FB8,EQUIP_FAE54C33E7A3,2023-10-07 17:00:00,preventive,0.87,0.913
ME_3012FEF98D25,EQUIP_FAE54C33E7A3,2023-11-30 17:00:00,preventive,1.06,0.955
ME_05B776AE33E2,EQUIP_FC70EB2C23E4,2023-01-22 06:00:00,emergency,30.8,0.512
ME_EE394EF65C29,EQUIP_FC70EB2C23E4,2023-01-26 09:00:00,preventive,0.94,0.952
ME_E342C0AFA235,EQUIP_FC70EB2C23E4,2023-03-03 12:00:00,preventive,1.78,0.941
ME_390169F40802,EQUIP_FC70EB2C23E4,2023-03-05 05:00:00,emergency,7.26,0.646
ME_D428360E7065,EQUIP_FC70EB2C23E4,2023-04-24 07:00:00,preventive,1.22,0.945
ME_F66B794F3723,EQUIP_FC70EB2C23E4,2023-06-05 09:00:00,preventive,0.6,0.98
ME_FC700A68CB5B,EQUIP_FC70EB2C23E4,2023-06-05 18:00:00,emergency,4.84,0.561
ME_3686FFEEB5A6,EQUIP_FC70EB2C23E4,2023-07-23 13:00:00,preventive,1.05,0.924
ME_EEBAF9D7EF91,EQUIP_FC70EB2C23E4,2023-08-12 06:00:00,emergency,6.57,0.483
ME_9756F71CB933,EQUIP_FC70EB2C23E4,2023-09-15 11:00:00,preventive,0.78,0.886
ME_D7ECF7C3BA51,EQUIP_FC70EB2C23E4,2023-10-18 15:00:00,preventive,1.3,0.932
ME_17596F9E3E7F,EQUIP_FC70EB2C23E4,2023-12-16 15:00:00,preventive,2.67,0.974
ME_1537F963A32B,EQUIP_FC70EB2C23E4,2023-12-21 23:00:00,emergency,4.15,0.438
ME_A2C481CAF63F,EQUIP_FC92853B150D,2023-02-17 17:00:00,preventive,0.55,0.908
ME_009322C7FC6D,EQUIP_FC92853B150D,2023-05-28 14:00:00,preventive,1.5,0.971
ME_5F6A362419E8,EQUIP_FC92853B150D,2023-08-19 09:00:00,preventive,0.55,0.981
ME_0E5AFE0D725D,EQUIP_FC92853B150D,2023-11-27 08:00:00,preventive,1.21,0.96
ME_7FC8DDC97E07,EQUIP_FD7C64ADA7C7,2023-02-19 14:00:00,preventive,0.6,0.975
ME_E69E1BF6E8DC,EQUIP_FD7C64ADA7C7,2023-04-07 13:00:00,emergency,2.94,0.422
ME_72B7D46F031B,EQUIP_FD7C64ADA7C7,2023-05-21 23:00:00,corrective,3.54,0.848
ME_2FC45C113EB6,EQUIP_FD7C64ADA7C7,2023-07-05 09:00:00,preventive,0.78,0.916
ME_BF7407898B97,EQUIP_FD7C64ADA7C7,2023-10-29 11:00:00,preventive,0.62,0.983
ME_E407290DD809,EQUIP_FDC43F3506EC,2023-02-19 23:00:00,corrective,18.73,0.73
ME_BE163A0D8300,EQUIP_FDC43F3506EC,2023-03-30 08:00:00,preventive,0.85,0.955
ME_5BF51C425782,EQUIP_FDC43F3506EC,2023-09-24 13:00:00,preventive,0.79,0.931
ME_FDB96A67AD8A,EQUIP_FEB5326543CC,2023-02-06 16:00:00,preventive,0.67,0.909
ME_B6ED71648F3E,EQUIP_FEB5326543CC,2023-03-15 09:00:00,corrective,4.72,0.622
ME_40804697F8C5,EQUIP_FEB5326543CC,2023-04-10 07:00:00,corrective,2.37,0.726
ME_E433D28C434B,EQUIP_FEB5326543CC,2023-05-17 13:00:00,preventive,1.73,0.965
ME_7AEFD3314D2C,EQUIP_FEB5326543CC,2023-08-22 07:00:00,preventive,1.82,0.976
ME_46F7E3A0E3EC,EQUIP_FEB5326543CC,2023-11-23 11:00:00,preventive,1.34,0.949
ME_2D52C09B0F2B,EQUIP_FFD9FAE22B87,2023-02-13 12:00:00,preventive,1.24,0.984
ME_5471DC8B0656,EQUIP_FFD9FAE22B87,2023-04-14 17:00:00,preventive,1.42,0.891
ME_99D56AEE8325,EQUIP_FFD9FAE22B87,2023-04-26 20:00:00,emergency,13.26,0.452
ME_54F6596F8863,EQUIP_FFD9FAE22B87,2023-05-01 19:00:00,emergency,33.75,0.583
ME_7E359790ED19,EQUIP_FFD9FAE22B87,2023-07-13 15:00:00,preventive,1.03,0.981
ME_ADB0545ED42F,EQUIP_FFD9FAE22B87,2023-08-19 18:00:00,emergency,11.38,0.627
ME_D32554BB0F4C,EQUIP_FFD9FAE22B87,2023-09-12 22:00:00,emergency,1.93,0.591
ME_8B15ECB3A0AA,EQUIP_FFD9FAE22B87,2023-09-13 15:00:00,emergency,18.23,0.579
ME_4776D84A45BF,EQUIP_FFD9FAE22B87,2023-09-14 09:00:00,emergency,38.61,0.521
ME_687E09782666,EQUIP_FFD9FAE22B87,2023-09-19 09:00:00,preventive,0.61,0.956
ME_3F507D663A35,EQUIP_FFD9FAE22B87,2023-10-13 05:00:00,emergency,15.99,0.607
ME_A25E3044564E,EQUIP_FFD9FAE22B87,2023-10-13 17:00:00,emergency,6.88,0.443
ME_EB1E67C5B1D6,EQUIP_FFD9FAE22B87,2023-11-22 10:00:00,preventive,1.15,0.982
ME_5286C76C8851,EQUIP_FFD9FAE22B87,2023-12-21 00:00:00,corrective,1.28,0.834
